words,counts
animals,185
phones,23
functioning,11
raccoon,3
miniature,13
institutions,2
stations,7
hospitals,2
venues,6
restaurants,25
etc,85
festivals,30
wellsource,9
ikinuke,2
bakusou,2
kusohamuchan,2
web,160
yuusei,3
koukou,13
tenmonbu,3
mixed,30
valentines,14
fortune,111
mythology,18
reside,43
awaji,3
hyogo,3
slack,17
heaven,116
susanoonomikoto,3
banishes,3
heavenly,75
virtue,3
outcast,26
accumulate,9
particularly,107
auspicious,3
point,122
accumulation,4
accumulating,7
misfortune,33
fail,85
prolonging,3
islandsource,12
kamen,27
rider,18
saber,36
tokusatsu,6
fanclub,1
ttfc,1
chronicles,48
exploits,17
battles,329
toysource,1
tenkorin,4
okakura,4
slacker,11
painter,27
raijin,4
reallife,64
artists,45
teach,125
teachings,15
obake,8
zukan,14
illustrates,25
scary,51
47yearold,3
greeting,9
sanrio,7
dealing,127
natural,136
fens,6
spent,73
changeand,3
maybe,23
bestdespite,3
recklessness,7
fen,12
tightknit,11
classmateskai,3
xin,63
sui,8
miaomiaothe,3
siblings,216
tenure,11
absolute,60
spectacle,7
tonikaku,3
kawaii,26
preaired,3
eve,58
recovering,45
daigo,49
shigeno,25
baseball,163
captain,203
fuurin,15
mutsuko,15
fuurins,15
six,295
sawa,18
tao,30
sagara,18
seira,25
kandori,15
hiromu,19
tanba,16
mostly,68
players,268
lacking,57
trust,116
recruitsakira,15
nishina,21
anita,15
kabashima,15
chisato,24
fujii,24
facing,271
proper,51
coach,85
problematic,39
limited,264
number,227
daigos,25
resolution,31
participate,251
sekikashita,2
kusanagi,99
alternative,34
peopleusing,2
snickers,2
feeding,18
chocolate,31
instantly,102
discovery,201
comedian,9
kouki,18
27yearold,8
mire,3
yoshizuki,3
22yearold,4
fourthyear,7
sora,65
nagase,6
20yearold,21
boyish,3
reika,22
kawatani,3
hiroshima,6
okonomiyaki,3
freelancer,10
draws,156
walks,66
gem,58
journeysource,15
su,22
betrayed,57
useless,62
lady,106
bi,14
despised,20
jin,99
went,120
temple,81
realized,54
factions,113
tried,45
soonsource,6
iqiyi,16
dear,76
mom,22
dad,26
worry,67
myself,8
ive,7
learned,99
hardly,18
my,70
homeit,4
liesuspicion,4
conspiracy,103
pv,33
films,95
okoya,6
paradise,106
protected,40
forbid,6
outsiders,11
setting,141
foot,80
inside,415
koko,17
considers,23
treating,16
zarude,6
focus,208
trainer,54
pokémonsource,6
reminiscing,30
grandmother,57
nobita,16
nobi,4
wholesome,4
reunion,99
filial,4
scrambles,6
forward,157
timehowever,4
warps,9
wedding,48
missing,268
self,121
encourage,22
deserveswritten,4
books,57
national,270
mock,32
exam,65
mapped,3
fickle,3
mistress,20
evening,66
nasas,3
peerless,20
bewitched,13
approach,51
heronly,3
blindsided,3
oncoming,12
thankfully,3
spared,3
swift,64
bleeding,9
ambulance,3
moonlightreminiscent,3
crippled,29
surprised,68
foolhardiness,8
confession,33
marries,6
herwritten,50
tasogares,4
frightening,36
brim,8
imprisoned,51
terrified,26
aurora,30
suya,4
rhys,4
syalis,4
kaymin,4
indifferent,10
worries,59
onlysleep,4
restto,4
alleviate,8
dozen,4
dozing,7
fur,8
demonic,84
teddy,22
silky,4
blanketlike,4
shrouds,9
slumber,29
materials,28
craft,50
items,50
sleep,51
sleepy,16
princessnot,4
deathwritten,23
runin,48
vouivrea,5
dangeroushestia,5
incomprehension,5
preceding,10
supposed,139
bloodthirsty,29
adventurers,112
prompts,5
swiftly,37
massive,69
repercussions,22
echo,11
orariowritten,5
alternate,111
kouji,45
ibuki,42
antagonist,30
neon,35
messiah,18
suiko,21
tatsunagisource,18
egyptian,8
spare,31
deities,19
partaking,9
wide,72
toutotsu,3
egypt,31
kapibarasan,2
chill,2
midorino,2
grasslandssource,2
himitsukessha,7
taka,19
tsume,17
shaonu,4
qianxian,4
renxing,4
juchang,4
disneys,7
fireball,2
bundled,636
13th,76
suggested,31
rimuruthe,28
threepart,28
ova,270
14th,76
15th,79
16th,93
fuserimuru,28
teaching,55
shizues,28
ingracia,28
outdoor,69
field,165
prize,85
challenged,69
jeff,34
underway,71
appearssource,28
wasted,17
kaede,34
dinosaur,24
consisting,75
typical,124
gal,20
mute,13
paleontologist,9
prehistoric,11
adventureswritten,9
fanatically,4
shutin,35
relatively,45
affluent,6
fifteenyearold,7
yuna,20
administrators,4
outfit,25
wear,114
overpowered,25
significantly,29
accepting,51
equipment,17
ingame,25
realityconfused,4
log,45
rescues,46
fina,4
wild,219
wolves,8
guides,29
crimonia,4
attire,14
wherever,24
boosted,6
prowess,69
risesto,4
nickname,21
bloody,59
bearundeterred,4
worldwritten,137
puzzle,37
konomi,3
kasaharas,3
entering,77
hanamiya,8
halls,9
engage,29
gigantic,48
owned,29
climbing,78
fascinated,52
puzzlesolving,3
topcertain,3
improve,180
climber,5
achieve,178
victory,249
competitionswritten,8
halfdemon,8
twins,34
towa,10
setsuna,12
feudal,41
joyous,13
souta,41
higurashi,8
raises,17
timeten,8
welladjusted,8
doorstep,40
moroha,14
bounty,43
slayer,37
towas,10
longlost,42
twin,95
threeeyes,8
mystical,75
foe,83
memory,178
remedy,14
setsunas,8
loss,83
destinieswritten,8
noodle,8
ads,7
kaguyasamas,3
misella,2
vicious,48
kotatsu,2
japanesestyle,7
room,222
cress,2
tales,87
phantasia,8
timeslip,14
1995,2
vase,15
demetrios,10
berated,10
1964,10
hosted,17
olympics,16
accommodated,10
excuses,19
harmless,17
foreigner,18
gained,73
modern,319
zapped,10
repeatedly,99
eras,23
impress,23
villagers,21
himselfall,10
organize,19
masato,21
inohara,3
batted,3
dormitory,49
partially,6
plumber,3
repairs,14
damage,29
rooms,11
draw,52
capacity,7
bedonce,3
riki,24
naoe,37
lessthancozy,3
clubrooms,3
hapless,20
nervous,32
kudryavka,3
kud,3
noumi,3
musters,6
courage,125
confront,84
busters,26
incessantly,3
stays,21
unforgettable,43
manzai,3
skits,11
funny,22
guiding,6
punchlines,3
mafuyu,24
kogarashi,9
kitakaze,3
entertainers,13
lengthy,7
newcomers,71
friendsrin,3
araya,3
nayuta,5
asougito,3
acts,96
routinesin,3
desired,48
changing,70
switching,3
roles,70
competitions,38
flourishing,12
presentable,3
performers,28
signed,20
amateurs,4
earnest,39
mitsugu,4
banba,14
donating,4
visits,91
bank,17
donate,4
harshly,4
treated,27
nurse,30
shes,241
overseas,46
pale,25
faint,16
minute,57
destroying,115
munou,3
nana,38
kusoge,2
craptier,2
quirky,47
badly,2
implemented,14
mechanics,23
lidays,2
isnt,250
flub,2
spirals,17
controlsource,2
mars,86
premiere,29
wandabada,2
20xx,11
alien,266
pig,27
planned,71
wanted,93
nowhere,63
saiji,2
rubi,2
pulled,39
baldness,3
breath,11
headaches,6
emotional,54
problemssource,2
otmgirls,2
sing,86
song,1027
doushitemo,1
eto,9
hairitai,1
tunes,5
notice,62
zeroone,1
realtime,1
flippant,4
pallass,20
manul,20
manulkun,4
orange,26
tabby,4
chatorakun,4
sukofukun,4
omake,12
tsukiuta,1
tsukino,35
aimed,11
zombiekun,4
intended,6
slightest,22
zombiekuns,4
commonsensedefying,4
behaves,9
example,17
inflate,4
pillow,11
wet,23
detach,4
parts,60
wring,4
towels,4
reattach,4
glue,4
depicted,32
cartoony,4
kidssource,4
bakaupdates,17
cg,67
zoids,33
franchisesource,5
youkai,245
rakuru,6
transfers,55
west,63
representative,77
breakup,9
panda,65
againwell,4
anyway,17
retreating,13
vr,31
praise,74
outfits,12
albeit,32
pricewhile,4
scrambling,9
earn,89
bind,13
ramming,4
parked,4
van,26
vehicle,31
gruff,5
cheetah,4
hyoudou,25
accountant,7
buckle,4
pressure,82
plenty,20
metal,119
vent,4
sessionsin,4
midst,152
wonder,205
colorless,7
uninteresting,4
desk,14
convinced,95
sterile,4
leadwritten,4
ovas,116
seitokai,36
yakuindomo,32
editions,50
standalone,102
classes,88
recesses,13
wuxian,17
cheating,11
tempting,6
eversocold,3
stoic,50
lan,29
wangji,14
thousand,138
gusu,9
clanhes,3
wangjis,3
principles,5
unbreakable,14
refreshing,3
dao,11
zu,3
impish,5
bashful,6
icy,128
wangjiwritten,3
galar,15
sensation,18
span,38
wings,58
detail,20
galars,15
realities,37
addition,196
capsule,106
nu,9
wushen,4
canzhuo,3
resolved,33
independent,71
yukino,16
yukinoshita,12
smoothen,4
achieving,47
herselfas,4
thirdyear,72
iroha,22
isshikithe,4
councilrequests,4
prom,4
volunteer,29
volition,9
demonstrate,15
selfreliance,4
hurdle,16
crossyahari,4
seishun,26
machigatteiru,13
kan,14
revolves,127
poured,10
presents,79
hachiman,16
hikigayas,4
bittersweet,21
closewritten,4
rivalry,72
background,51
amatsuyu,3
jouro,3
yasuo,3
hazuki,44
hose,3
protagonistsource,3
daisuke,35
kanbe,3
wealth,43
prevention,12
headquarters,89
partnered,16
haru,113
katou,54
humane,5
values,78
justice,140
opposites,28
morals,8
despises,17
monetary,3
combine,29
sun,117
suicune,5
fellows,5
laboratory,28
auroras,10
emma,13
fields,26
rocketdan,10
dogasus,10
backpack,13
kamitachi,2
hirowareta,2
otoko,2
yarou,4
nanaana,4
50,35
hakushon,12
daimaou,12
akubi,7
kantarou,5
yodama,4
grandson,23
genie,6
bottles,7
kanchan,4
importance,47
appare,6
sorrano,6
sociallyawkward,6
inventor,76
rural,105
19th,39
century,287
steamships,6
connect,53
distances,6
texts,6
sail,28
moonunfortunately,6
string,37
stranded,72
steamship,6
floating,44
skilled,174
kosame,6
ishikki,6
check,27
los,11
angeles,11
transamerica,6
build,111
automobile,11
racers,23
residing,22
wilderness,25
kosamewritten,6
wonderful,53
sunny,18
doesnt,342
warning,69
breaks,78
utterly,54
heartbroken,24
lonely,75
soothe,6
pain,84
hires,37
unparalleled,58
affectionbut,3
similar,181
customers,96
rates,7
aggravated,3
lambastes,3
hypocrisy,33
pert,3
hottempered,13
exchange,163
collapsedthey,3
dash,3
baffled,18
impulse,4
promptly,31
hung,3
reluctant,85
actwritten,3
epilogue,11
boku,40
academia,22
heroesrising,1
hina,51
tsurugi,22
moved,94
quaint,17
seaside,26
savor,12
ocean,102
kuroiwaan,7
schoolwho,10
reels,10
octopus,7
bugs,23
panics,10
remove,31
breakwater,7
cluba,7
catch,221
activityalthough,7
refuse,31
view,125
delightful,21
memberswritten,9
advent,6
crayons,2
paper,39
tablets,2
emitted,2
doodles,8
alltime,2
consequently,17
rakuga,2
powered,15
collapsing,23
cities,43
below,30
hastily,37
wielding,41
crayon,7
reformers,2
seize,52
childlike,25
imagination,51
harness,49
creativity,8
worldswritten,2
ippan,9
saibou,27
envious,5
immune,9
safely,42
useful,29
infantilelooking,5
washed,5
river,40
knowing,83
themmeanwhile,8
nk,5
lookout,15
intel,6
antigen,5
encountered,104
relaxing,38
hula,5
coronavirus,2
disease,70
covid19,3
outline,2
preventative,2
measures,16
virussource,2
4koma,27
unaired,233
halca,1
peggies,1
eheya,1
collection,88
depicting,18
watson,17
moriarty,8
row,7
kabukicho,3
muhyo,14
rouji,8
mahouritsu,8
soudan,10
jimusho,8
freshman,70
uzaki,8
reunites,52
sakurai,13
preferring,21
quiet,243
peaceuzaki,3
convincing,11
movies,78
irritating,7
tiresome,3
uzakis,3
perky,3
situationseven,3
pass,156
misinterpret,3
rate,39
hang,39
wackiness,3
followwritten,7
21st,125
inhospitable,8
massmigrated,8
zi,27
metallic,26
zoidsmany,8
inhabitants,147
partake,15
migrate,8
earthattempting,8
regenerate,12
hospitable,15
migrants,8
ziforming,8
schemehowever,8
turmoil,84
overrun,43
blanked,8
unstable,25
weather,48
phenomena,80
settlements,8
buried,34
bolster,17
armiesthe,8
secondgeneration,8
conrad,8
buzz,8
cunningham,8
sally,27
clutches,26
empiresource,8
kashiwa,8
creaturessource,22
chou,8
futsuu,11
toshi,15
densetsu,31
alpaca,14
delicacies,10
sansans,2
calories,2
carbon,3
zero,87
todaysource,5
qing,12
hong,29
xiaodou,2
ba,4
dissipation,3
scripture,3
dunhuang,3
adversity,18
tianji,3
repair,39
scriptures,3
recorded,14
angel,38
repairing,9
strayed,5
frescoes,3
mogao,3
cavessource,3
tata,3
shaka,4
chameleon,8
manaka,20
miggy,2
hidarin,2
expansionsource,2
micchiri,3
mei,34
chuxi,5
geragera,2
kimetsu,2
utage,4
20th,26
dubbing,2
charactersa,2
dub,2
featured,172
releases,147
containing,37
recording,18
26th,19
actor,59
x,64
2d,26
sss,12
friction,30
rivaling,7
careers,40
towards,198
veterans,5
disappointments,10
aspire,87
greatest,338
worldsource,127
museum,22
proof,67
humanssource,7
arad,4
suming,4
zhi,13
eventful,21
vacation,97
term,25
starting,235
transitions,12
shiroganes,5
looms,61
67th,6
disappear,30
cunning,56
riska,5
election,24
awaits,158
challengers,22
angels,54
coexist,39
neil,4
bowman,4
mesmerized,4
earthneil,4
ira,4
iras,4
roommates,9
lynn,10
stern,24
landlord,6
lynns,4
abu,4
mummy,17
vladimir,4
eliot,4
kirilenko,4
werewolf,13
monitoring,15
neilwhat,4
realizenot,4
himselfis,12
effect,40
1031,4
saints,20
streetwritten,4
duan,9
jiaze,2
zoo,19
sign,50
onwards,2
classified,26
luya,2
aged,15
21,14
prohibited,24
entersource,2
user,46
xiyoumiyu,2
9th,36
shen,63
dali,8
bing,12
lian,24
lied,8
attracted,22
karma,9
foreversource,3
exodus,23
wanokuni,2
fei,55
ren,95
zai,13
puso,9
comi,9
airheaded,16
hen,5
insignificant,9
neighbors,58
secretsource,5
choujigen,10
neptune,16
restaurant,84
minare,5
koda,5
drunk,25
rants,5
strangerkanetsugu,5
matou,11
radio,28
sapporo,6
hokkaidothe,5
hear,84
flustered,14
frenzy,15
confronts,35
impromptu,14
explaining,18
savage,33
smooth,36
dialogue,25
hesitation,30
recognizes,72
raw,19
talentminare,5
matous,5
direction,22
covering,31
narratives,5
balancing,28
meetwritten,5
dorohedoro,11
ma,12
explores,256
sorcerers,20
honing,16
kakusafujita,5
mask,70
conjuring,5
devil,75
bestowing,23
appropriate,10
noi,5
possess,111
hopefully,16
offering,37
entices,5
maskmaker,5
tenpo,5
younikaidou,5
gyoza,7
selling,21
syueron,5
denizens,25
grudge,37
himshitappa,5
graffitiintrigued,5
photographs,11
hanging,25
ebisu,6
portrait,7
disappointed,42
pictures,59
anata,27
shiranai,6
kaithe,5
fairy,199
hungry,62
bug,17
pristine,8
primary,76
tastes,15
agitated,14
nikaidous,5
mealsodoru,5
utageen,5
enthusiastic,35
masquerade,11
adamant,19
participation,36
tradition,19
attendees,8
choose,94
dance,125
appease,12
incur,5
nasty,12
consequencesyokaze,5
fukarete,5
ooba,9
kinenbinikaidou,5
instructions,19
oba,5
kaiman,11
helpwritten,5
jashinchan,6
yurine,6
hanazono,12
gothic,2
relevant,5
liberate,18
earthly,21
shackleshowever,2
easier,23
weakling,2
massacre,15
shoving,2
arm,63
blender,2
spreading,54
intestines,3
fatal,33
anyone,223
exactly,153
undeserving,2
cohabitation,5
pieces,61
edition,186
16the,4
features,236
premise,13
fumino,14
uruka,14
rizu,14
asumi,9
ceremonysource,4
prefer,13
regaining,26
loverone,8
playunfortunately,8
intocatarina,8
claesis,8
utter,22
extensive,25
chains,37
accursed,8
destinyhowever,8
feat,91
cautious,12
flags,17
impending,68
affect,24
strivesnot,8
heroinebut,8
villainess,8
miyo,8
sasaki,22
unconfident,5
invested,5
stepmother,5
connecting,19
kento,12
hinode,5
refuge,25
unorthodox,9
demonstrations,10
crushwhile,5
kentos,5
affectionately,19
nicknamed,47
tarou,9
overhears,17
tough,101
choices,70
selfwritten,13
astraea,4
introducing,27
traverse,18
kokkoros,4
battling,192
handling,13
currencyto,4
guild,86
association,53
expedition,61
gluttonous,80
karyl,4
magicafter,4
camaraderie,20
funded,6
chitoses,4
hometown,90
tax,2
taxpayers,2
contribute,6
taxes,2
apply,69
2000,9
awarded,31
credit,3
reduce,22
toaru,5
kagaku,15
railgun,13
t,10
focused,20
otome,23
hametsu,1
flag,15
shika,3
akuyaku,1
reijou,1
shiteshimatta,1
tatamichan,3
sardonic,3
iwate,8
entities,51
paying,30
gas,22
electricity,14
artifacts,52
stolen,122
scattered,102
fell,70
abused,9
hoshisato,8
magicians,22
access,32
placedespite,8
inexperience,30
kana,25
hatena,8
mamoru,30
maeve,8
shiranui,12
fathers,366
tutelage,24
bitter,53
reunionbefore,8
identities,46
admires,23
magicto,8
ease,13
sadness,48
importantly,36
worthy,105
hatenas,8
partnerwritten,13
officialthe,2
versions,47
mashin,2
vehicular,2
kiramager,2
reenacting,5
classic,54
obsessed,116
shed,65
budoukan,8
yamato,66
ishida,15
dedicate,8
hardearned,4
innate,19
steps,80
menoa,4
bellucci,4
american,75
menoas,4
investigations,12
indicate,6
breed,13
alarming,17
phenomenon,172
eosmon,4
internets,4
depths,143
punch,38
bd,87
asakusa,11
differently,9
nose,27
sketchbook,6
landscapes,21
backgrounds,28
doodling,5
evolves,10
outer,97
hull,5
sayaka,22
kanamori,5
asakusas,5
contrasted,5
kanamoris,5
calculated,10
misuzaki,5
overprotective,8
bodyguard,35
sparks,27
whereas,47
interested,189
settings,13
drawing,55
sensing,16
moneymaking,10
suggests,39
producing,72
awe,14
brilliant,38
masaaki,5
yuasa,5
eizouken,5
te,7
wo,80
dasu,5
wildly,20
testament,5
mediumwritten,5
holea,6
decrepit,16
disorderly,6
occurrenceis,6
befitting,6
separated,129
law,69
ethics,6
testing,42
users,135
dominate,28
rungs,6
insects,55
murdered,95
mutilated,13
experiments,45
powerless,38
dwellers,14
litter,13
holes,23
basispossessing,6
cesspool,6
indomitable,15
mostaside,6
reptile,10
individual,104
hunts,35
heedless,6
bayonets,6
immunity,13
cursed,109
tormented,101
nightmares,26
clue,41
obstacle,67
nikaidou,18
allyset,6
gritty,6
hellish,20
lightheartedness,6
carnage,6
twists,33
weaves,11
unearthly,6
origin,74
dreary,10
squeamish,6
disturbedwritten,6
month,57
birthdays,2
yama,11
judge,13
underworld,63
fears,47
masaki,18
tenchi,9
successor,46
shrinebut,6
meant,53
banished,33
ryoko,6
demonrealizing,6
nemesis,53
ayeka,6
welland,6
tenchis,6
involvement,27
rulers,27
galaxy,189
jurai,10
clan,215
begansource,9
koisuru,10
asteroid,18
naoko,26
watanabe,25
tween,2
aside,90
troubling,35
anger,17
exceeds,19
gauko,2
firebreathing,2
accountchiyuki,1
talks,17
mira,21
kinohata,5
stargazing,6
dreamer,15
ao,37
wonders,82
astronomy,13
orbiting,15
planets,161
parted,8
exists,83
aos,5
forged,28
aoyears,5
hoshizaki,5
merged,13
geology,8
surpriseshe,5
separationalongside,5
clubmates,14
asteroidwritten,5
miguel,4
sealed,183
sturmhurt,4
gestöber,4
accompanied,125
reincarnate,29
kabuto,10
hanadori,4
seri,4
koyuki,18
classmatestheir,4
fantasied,4
products,47
kabutos,4
delusions,27
fictional,77
utsugi,8
fray,58
accurate,10
mindreading,9
seris,4
lifeseri,4
chuunibyou,18
utsugis,4
unpredictability,7
swept,15
craziness,19
twenty,46
forgotten,106
unexplainable,43
plague,63
confusion,85
thirteenyearold,30
writes,42
post,44
gegege,39
kitarousource,30
episodeto,3
thank,13
shirase,6
beach,34
enjoying,151
waters,19
mamakosource,3
funimation,46
widely,28
believed,60
rational,6
explanations,2
solution,56
decipher,12
concept,88
theory,11
intricate,17
complex,120
emotion,49
daring,40
quickwitted,6
challengeone,2
outwardly,2
logical,2
levelheaded,9
scientist,68
acknowledging,9
romance,86
factors,4
constitute,2
clueless,16
dealings,2
conduct,20
discern,2
traits,17
otheras,2
intimate,30
analysis,6
express,39
anotherwritten,7
ainz,25
ooal,25
gown,24
tanya,24
degurechaff,12
natsuki,55
unfamiliar,89
spending,99
sound,106
badwith,4
nonchalant,8
continueswritten,4
seton,3
attended,19
plethora,20
mazama,3
vehemently,3
hate,33
bottom,54
assertive,3
ranka,3
ookami,11
wolf,83
pack,7
friendthe,3
invite,16
joining,134
hates,19
naturally,45
hitomi,8
hino,4
infatuated,9
badblooded,3
wellthus,3
howlsome,3
howlarious,3
koala,5
sluggish,8
blonde,10
sloth,3
cattitude,3
clubin,7
teaches,42
kindswritten,3
shinjuku,34
wards,17
kabukichou,6
vibrant,34
glows,6
brilliantly,6
lights,40
unseen,14
employed,30
h,14
pipe,11
meetup,9
detectives,35
holmesupon,6
investigators,21
pursuing,68
involving,150
jack,40
ripper,6
serial,14
killer,101
subsequent,37
driving,61
supposedly,92
enlist,19
sherlocks,6
genius,200
characteras,6
spiraling,11
minds,109
colors,29
chaotic,89
unsettling,31
casewritten,6
nakanohito,3
genome,3
jikkyouchuu,3
oneofakind,9
samuraigeneralreincarnatedasacanine,7
nobunaga,77
perishes,7
honnouji,23
reincarnates,19
shinamon,7
warring,78
states,125
warlords,20
shingen,7
dogssource,7
mashumairesh,2
ultraman,15
jingju,16
mao,48
newcomer,26
flute,14
rack,3
brains,28
contents,50
clicked,1
accidents,28
troubledsource,1
gonfu,1
tu,13
cai,8
bao,16
expand,7
random,65
irregular,23
ayumi,15
doremi,1
ojamajo,1
seriesojamajo,1
crowdfunding,5
campaign,97
campfire,4
backers,1
distributed,4
early,95
march,66
majopedia,1
yellow,42
frog,22
horn,14
multimedia,19
shogakukan,8
sony,10
interactive,15
communications,11
rap,19
hiphopthe,8
yohey,8
raps,10
fartsthe,8
withing,8
otasuta,8
counterpart,11
marchsource,8
gundam,119
reconguista,19
3dcg,5
fifthyear,21
eiji,60
toomatsu,21
buddy,50
pochirou,21
pikachin,21
tools,30
kit,29
presses,30
button,29
blueprints,24
assemble,47
visual,67
lightbulb,21
invention,77
99,21
plastic,33
models,65
disc,66
inunakimura,3
slated,16
february,48
7,83
talon,53
inunaki,3
comiket,12
corner,109
blessing,35
software,20
vigorously,14
utaha,18
kasumigaoka,18
eriri,18
spencer,18
sawamura,63
tomoya,30
aki,53
hopeful,10
sticking,12
tomoyas,14
vision,75
exceed,26
softwares,12
installmentwith,6
iori,24
hashima,8
ensuesbut,6
sim,7
saenai,6
sodatekata,6
fine,30
selects,24
softwarewritten,6
scissorwielding,6
hairdresser,15
bungling,6
quasiassassin,6
feuding,22
factionssource,6
imdb,118
harboring,33
unspoken,16
highschooler,16
taiju,12
ooki,17
yuzuriha,17
ogawa,12
blinding,17
petrifies,12
worldturning,12
stoneseveral,12
millennia,18
nonexistent,33
flourished,24
stood,57
scienceloving,12
schemeto,12
revival,82
civilization,97
taijus,12
brawn,12
senkuus,12
forge,44
partnership,46
petrifiedhowever,12
ideologies,19
mankinds,58
petrification,12
unknownwritten,15
celestial,20
descending,11
dorrente,6
thief,123
detained,6
kingdomsource,12
passing,50
guangzhou,4
begun,110
bananyas,3
lifes,24
discoveries,6
8th,48
dvdbd,54
worrying,26
noodles,14
dap,2
ad,55
platform,10
sina,6
weibo,4
showing,85
kirito,23
sword,232
alicization,18
exclusive,38
actors,61
subtitlessource,2
schooler,157
chronologically,15
promote,147
saezuru,1
tori,6
habatakanai,1
sumikko,1
gurashi,1
2012,35
slightly,35
shirokuma,18
sensitive,15
penguin,43
unsure,27
tonkatsu,4
pork,8
cutlet,1
uneaten,1
tokage,1
dinosaursthe,1
toys,39
stationery,2
material,26
gamesand,1
qin,95
ze,12
excels,15
trauma,31
publichowever,4
ya,14
replace,23
hersource,11
nautiljon,10
1996,6
secondyear,78
haruo,24
yaguchi,23
akira,77
oono,22
koharu,28
hidaka,27
passionately,11
endeavour,6
navigate,33
onwritten,24
kusuo,24
saiki,29
psychic,56
incompetence,17
familywritten,9
adapts,43
chapters,19
48,5
49,11
yuiga,15
asami,26
fake,33
encountering,24
kirisu,10
swimsuit,12
topsource,10
careful,9
unnecessary,18
victorythese,5
describe,13
seiya,30
ryuuguuin,5
perfectly,58
ristarte,5
gaeabrande,5
buys,23
excessive,11
amounts,15
supplies,21
potionsall,5
safewhile,5
annoying,20
grace,38
considering,19
expectationwritten,5
nariyuki,11
yuigas,10
classmates,478
ogata,26
furuhashi,11
takemoto,12
scores,10
subjects,35
ticking,7
geniuses,39
ichinose,30
affections,16
unsuspecting,31
tutorjoining,5
education,45
kominami,5
additions,15
livelier,9
studyingwritten,5
misato,16
kurihara,7
lived,171
divine,75
reincarnatedand,4
thinking,89
wished,10
resurrect,14
inreborn,4
adele,4
von,69
aschamthe,4
nobleshe,4
exceeding,7
label,21
desiring,19
carry,221
leaves,212
enrolls,72
faraway,4
mile,4
overpowering,9
attaining,26
difficultespecially,4
ensuewritten,4
mizuki,77
hijiri,19
suffering,99
chuunibyouyamato,2
noda,4
kazuhiro,2
nakamura,17
reincarnation,50
touga,2
ryushouin,2
forbidden,95
union,63
tomoki,6
takashima,2
prettyboy,2
rei,85
tsukumo,22
schemer,2
stringsdragged,2
tepid,2
normalcy,16
hijiris,2
grandeurwritten,2
suzuhara,5
introverted,14
warfare,46
aya,41
chiyono,3
moving,120
satomi,14
coal,4
factory,32
conclusion,116
factorybokura,3
nanokakan,3
sensou,4
novel,212
comingofage,40
fullout,3
open,154
dearwritten,23
nine,115
suki,13
nano,19
omae,3
ka,45
yo,40
professional,244
wrestler,55
genzou,4
shibata,4
mountain,156
hulking,4
opponents,140
ring,57
wins,100
crowds,10
iconic,11
tiger,45
personaduring,4
bout,8
champion,127
macadamian,4
ogre,9
infestation,6
pleads,12
assistanceto,4
german,20
suplex,4
escaping,49
wolfgirl,4
shigure,23
dragongirl,4
hanako,16
carmilla,4
vanstein,4
pursues,27
ownerwritten,14
tsugu,1
tsugumomo,7
twitteralso,1
africa,21
slapstick,44
lion,40
jaded,17
toucan,6
trudge,4
fault,20
selfish,69
filter,6
havent,28
gotten,25
fired,25
savannahtreading,4
folkwritten,4
null,2
peta,2
grief,17
robo,17
expectedsource,3
ashibe,39
gomachan,30
moai,4
statue,25
mowaikun,4
atop,24
hill,47
arms,76
ohasuta,4
programs,9
kyarasuta,4
cornersource,4
rifle,18
realworld,11
fourmember,3
male,121
vocal,10
urashimasakatasen,3
uratanuki,3
tonari,10
senra,3
studentssource,10
rifleshooting,6
accuracy,6
precision,19
carrying,88
firearms,11
rifles,6
beam,18
bullets,15
ammunition,6
accessible,11
younger,263
population,58
contestsfirstyear,6
marksmanship,6
enthusiast,25
hikari,58
kokura,6
chidori,19
shibusawa,10
halfrussian,12
meinohama,6
yukio,11
igarashithis,6
marks,71
stagewritten,12
commercials,80
takashi,81
taniguchi,27
5th,55
lightec,1
incs,3
jii,1
ltam3501,1
usbrechargeable,1
lighters,1
commercial,120
hakata,3
bus,51
fukuoka,11
aisu,8
creephyp,8
nanatsu,19
taizai,34
mameshiba,23
wisdaregidor,3
wreaking,36
havoc,127
taverns,3
packed,21
gungho,7
overlord,25
middleearth,3
zane,3
kuku,3
fanbase,3
subscribers,3
himselfsource,9
tokio,19
raring,12
scrappy,12
locals,28
facetoface,34
japanobsessed,12
redhaired,29
wont,61
martial,175
prefectures,48
viz,43
fairytale,7
folklore,30
parody,75
horses,11
momotarou,20
cinderella,73
horse,19
narrator,5
voicing,5
fastpaced,18
commentary,16
promoted,7
racing,66
jra,8
sainotama,3
kikuchi,3
muses,10
deadpan,7
emotionless,9
shiori,12
saginomiya,3
hyperactive,21
nozomu,9
realization,42
allgirls,29
schoolin,3
desperation,51
introduce,41
grandmotherloving,3
loli,5
reclusive,29
analytical,3
stalker,20
fitting,10
accentuate,3
weirdness,11
wasteful,3
kicked,14
hey,4
wanna,11
amazingwritten,3
consultation,4
officearataka,4
reigen,16
shigeo,12
mob,30
kageyama,44
ritsu,10
katsuya,7
serizawa,4
ekubohead,4
zebra,4
hot,123
allexpensespaid,4
sponsored,7
ibogami,4
springs,39
asked,45
areaon,4
inn,56
exhausted,21
asleep,41
parallel,80
bewildered,36
offwritten,9
dwarfs,2
shoes,34
pearl,8
elements,64
extracted,6
orb,13
zha,5
jing,15
scheduled,20
